"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Sep., 2018"	"2018/09"	489	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Oct., 2018"	"2018/10"	573	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Nov., 2018"	"2018/11"	546	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Dec., 2018"	"2018/12"	611	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Jan., 2018"	"2018/01"	922	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Feb., 2018"	"2018/02"	704	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Mar., 2018"	"2018/03"	732	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Apr., 2018"	"2018/04"	693	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"May, 2018"	"2018/05"	651	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Jun., 2018"	"2018/06"	647	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Jul., 2018"	"2018/07"	629	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Aug., 2018"	"2018/08"	628	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Sep., 2018"	"2018/09"	632	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Oct., 2018"	"2018/10"	678	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Nov., 2018"	"2018/11"	695	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Dec., 2018"	"2018/12"	766	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Jan., 2018"	"2018/01"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Feb., 2018"	"2018/02"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Mar., 2018"	"2018/03"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Apr., 2018"	"2018/04"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"May, 2018"	"2018/05"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Jun., 2018"	"2018/06"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Jul., 2018"	"2018/07"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Aug., 2018"	"2018/08"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Sep., 2018"	"2018/09"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Oct., 2018"	"2018/10"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Dec., 2018"	"2018/12"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Jan., 2018"	"2018/01"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Feb., 2018"	"2018/02"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Mar., 2018"	"2018/03"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Apr., 2018"	"2018/04"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"May, 2018"	"2018/05"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Jun., 2018"	"2018/06"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Jul., 2018"	"2018/07"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Aug., 2018"	"2018/08"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Sep., 2018"	"2018/09"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Oct., 2018"	"2018/10"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Nov., 2018"	"2018/11"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Dec., 2018"	"2018/12"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Jan., 2018"	"2018/01"	88	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Feb., 2018"	"2018/02"	60	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Mar., 2018"	"2018/03"	73	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Apr., 2018"	"2018/04"	61	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"May, 2018"	"2018/05"	73	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Jun., 2018"	"2018/06"	78	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Jul., 2018"	"2018/07"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Aug., 2018"	"2018/08"	56	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Sep., 2018"	"2018/09"	55	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Oct., 2018"	"2018/10"	53	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Nov., 2018"	"2018/11"	66	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Dec., 2018"	"2018/12"	60	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Jan., 2018"	"2018/01"	89	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Feb., 2018"	"2018/02"	77	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Mar., 2018"	"2018/03"	100	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Apr., 2018"	"2018/04"	89	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"May, 2018"	"2018/05"	105	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Jun., 2018"	"2018/06"	104	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Jul., 2018"	"2018/07"	98	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Aug., 2018"	"2018/08"	103	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Sep., 2018"	"2018/09"	85	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Oct., 2018"	"2018/10"	74	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Nov., 2018"	"2018/11"	83	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"Dec., 2018"	"2018/12"	113	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Jan., 2018"	"2018/01"	219	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Feb., 2018"	"2018/02"	169	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Mar., 2018"	"2018/03"	202	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Apr., 2018"	"2018/04"	174	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"May, 2018"	"2018/05"	170	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Jun., 2018"	"2018/06"	167	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Jul., 2018"	"2018/07"	165	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Aug., 2018"	"2018/08"	182	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Sep., 2018"	"2018/09"	159	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Oct., 2018"	"2018/10"	158	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Nov., 2018"	"2018/11"	167	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"Dec., 2018"	"2018/12"	208	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Jan., 2018"	"2018/01"	530	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Feb., 2018"	"2018/02"	430	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Mar., 2018"	"2018/03"	419	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Apr., 2018"	"2018/04"	380	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"May, 2018"	"2018/05"	328	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Jun., 2018"	"2018/06"	395	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Jul., 2018"	"2018/07"	409	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Aug., 2018"	"2018/08"	374	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Sep., 2018"	"2018/09"	376	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Oct., 2018"	"2018/10"	394	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Nov., 2018"	"2018/11"	402	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"Dec., 2018"	"2018/12"	410	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Jan., 2018"	"2018/01"	720	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Feb., 2018"	"2018/02"	525	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Mar., 2018"	"2018/03"	576	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Apr., 2018"	"2018/04"	491	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"May, 2018"	"2018/05"	570	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Jun., 2018"	"2018/06"	531	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Jul., 2018"	"2018/07"	523	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Aug., 2018"	"2018/08"	528	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Sep., 2018"	"2018/09"	530	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Oct., 2018"	"2018/10"	526	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Nov., 2018"	"2018/11"	513	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"Dec., 2018"	"2018/12"	578	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Jan., 2018"	"2018/01"	663	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Feb., 2018"	"2018/02"	559	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Mar., 2018"	"2018/03"	548	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Apr., 2018"	"2018/04"	581	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"May, 2018"	"2018/05"	593	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Jun., 2018"	"2018/06"	506	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Jul., 2018"	"2018/07"	571	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Aug., 2018"	"2018/08"	604	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Sep., 2018"	"2018/09"	526	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Oct., 2018"	"2018/10"	544	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Nov., 2018"	"2018/11"	527	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"Dec., 2018"	"2018/12"	599	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"Jan., 2018"	"2018/01"	484	Not Applicable	Not Applicable
