"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	55	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	52	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	60	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	52	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	59	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	55	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	59	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	50	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	58	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	53	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	64	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	73	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	78	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	63	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	70	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	66	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	88	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	74	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	75	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	78	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	69	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	58	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	52	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	66	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	73	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	87	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	69	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	64	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	69	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	66	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	68	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	68	Not Applicable	Not Applicable
