"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Nov., 2016"	"2016/11"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Dec., 2016"	"2016/12"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Feb., 2016"	"2016/02"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Mar., 2016"	"2016/03"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Apr., 2016"	"2016/04"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"May, 2016"	"2016/05"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Jun., 2016"	"2016/06"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Aug., 2016"	"2016/08"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Sep., 2016"	"2016/09"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Oct., 2016"	"2016/10"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Nov., 2016"	"2016/11"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Dec., 2016"	"2016/12"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Jan., 2016"	"2016/01"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Feb., 2016"	"2016/02"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Mar., 2016"	"2016/03"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Apr., 2016"	"2016/04"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"May, 2016"	"2016/05"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Jun., 2016"	"2016/06"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Jul., 2016"	"2016/07"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Aug., 2016"	"2016/08"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Sep., 2016"	"2016/09"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Oct., 2016"	"2016/10"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Nov., 2016"	"2016/11"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	"Dec., 2016"	"2016/12"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Jan., 2016"	"2016/01"	66	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Feb., 2016"	"2016/02"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Mar., 2016"	"2016/03"	68	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Apr., 2016"	"2016/04"	64	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"May, 2016"	"2016/05"	47	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Jun., 2016"	"2016/06"	60	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Jul., 2016"	"2016/07"	64	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Aug., 2016"	"2016/08"	60	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Sep., 2016"	"2016/09"	60	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Oct., 2016"	"2016/10"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Nov., 2016"	"2016/11"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	"Dec., 2016"	"2016/12"	62	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Jan., 2016"	"2016/01"	141	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Feb., 2016"	"2016/02"	147	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Mar., 2016"	"2016/03"	168	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Apr., 2016"	"2016/04"	131	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"May, 2016"	"2016/05"	140	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Jun., 2016"	"2016/06"	113	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Jul., 2016"	"2016/07"	143	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Aug., 2016"	"2016/08"	123	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Sep., 2016"	"2016/09"	130	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Oct., 2016"	"2016/10"	120	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Nov., 2016"	"2016/11"	129	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	"Dec., 2016"	"2016/12"	141	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Jan., 2016"	"2016/01"	250	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Feb., 2016"	"2016/02"	283	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Mar., 2016"	"2016/03"	270	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Apr., 2016"	"2016/04"	251	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"May, 2016"	"2016/05"	253	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Jun., 2016"	"2016/06"	233	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Jul., 2016"	"2016/07"	203	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Aug., 2016"	"2016/08"	246	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Sep., 2016"	"2016/09"	239	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Oct., 2016"	"2016/10"	270	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Nov., 2016"	"2016/11"	270	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	"Dec., 2016"	"2016/12"	265	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Jan., 2016"	"2016/01"	431	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Feb., 2016"	"2016/02"	393	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Mar., 2016"	"2016/03"	415	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Apr., 2016"	"2016/04"	376	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"May, 2016"	"2016/05"	353	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Jun., 2016"	"2016/06"	385	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Jul., 2016"	"2016/07"	413	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Aug., 2016"	"2016/08"	402	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Sep., 2016"	"2016/09"	380	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Oct., 2016"	"2016/10"	405	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Nov., 2016"	"2016/11"	393	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	"Dec., 2016"	"2016/12"	429	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Jan., 2016"	"2016/01"	540	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Feb., 2016"	"2016/02"	542	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Mar., 2016"	"2016/03"	545	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Apr., 2016"	"2016/04"	517	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"May, 2016"	"2016/05"	534	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Jun., 2016"	"2016/06"	501	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Jul., 2016"	"2016/07"	493	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Aug., 2016"	"2016/08"	513	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Sep., 2016"	"2016/09"	497	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Oct., 2016"	"2016/10"	503	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Nov., 2016"	"2016/11"	533	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	"Dec., 2016"	"2016/12"	619	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Jan., 2016"	"2016/01"	779	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Feb., 2016"	"2016/02"	731	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Mar., 2016"	"2016/03"	694	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Apr., 2016"	"2016/04"	637	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"May, 2016"	"2016/05"	676	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Jun., 2016"	"2016/06"	649	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Jul., 2016"	"2016/07"	641	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Aug., 2016"	"2016/08"	648	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Sep., 2016"	"2016/09"	626	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Oct., 2016"	"2016/10"	660	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Nov., 2016"	"2016/11"	712	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	"Dec., 2016"	"2016/12"	804	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Jan., 2016"	"2016/01"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Feb., 2016"	"2016/02"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Mar., 2016"	"2016/03"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Apr., 2016"	"2016/04"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"May, 2016"	"2016/05"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Jul., 2016"	"2016/07"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Aug., 2016"	"2016/08"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Sep., 2016"	"2016/09"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Oct., 2016"	"2016/10"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Nov., 2016"	"2016/11"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	"Dec., 2016"	"2016/12"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Jan., 2016"	"2016/01"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Feb., 2016"	"2016/02"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Mar., 2016"	"2016/03"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Apr., 2016"	"2016/04"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"May, 2016"	"2016/05"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Jun., 2016"	"2016/06"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Jul., 2016"	"2016/07"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Aug., 2016"	"2016/08"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Sep., 2016"	"2016/09"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Oct., 2016"	"2016/10"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Nov., 2016"	"2016/11"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	"Dec., 2016"	"2016/12"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Jan., 2016"	"2016/01"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Feb., 2016"	"2016/02"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Mar., 2016"	"2016/03"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Apr., 2016"	"2016/04"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"May, 2016"	"2016/05"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Jul., 2016"	"2016/07"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Aug., 2016"	"2016/08"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Sep., 2016"	"2016/09"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Oct., 2016"	"2016/10"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Nov., 2016"	"2016/11"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	"Dec., 2016"	"2016/12"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Jan., 2016"	"2016/01"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Feb., 2016"	"2016/02"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Mar., 2016"	"2016/03"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Apr., 2016"	"2016/04"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"May, 2016"	"2016/05"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Jul., 2016"	"2016/07"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Aug., 2016"	"2016/08"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Sep., 2016"	"2016/09"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Oct., 2016"	"2016/10"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Nov., 2016"	"2016/11"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	"Dec., 2016"	"2016/12"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Jan., 2016"	"2016/01"	47	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Feb., 2016"	"2016/02"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Mar., 2016"	"2016/03"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Apr., 2016"	"2016/04"	55	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"May, 2016"	"2016/05"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Jun., 2016"	"2016/06"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Jul., 2016"	"2016/07"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Aug., 2016"	"2016/08"	56	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Sep., 2016"	"2016/09"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Oct., 2016"	"2016/10"	55	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Nov., 2016"	"2016/11"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	"Dec., 2016"	"2016/12"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Jan., 2016"	"2016/01"	62	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Feb., 2016"	"2016/02"	74	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Mar., 2016"	"2016/03"	61	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Apr., 2016"	"2016/04"	61	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"May, 2016"	"2016/05"	66	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Jun., 2016"	"2016/06"	77	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Jul., 2016"	"2016/07"	67	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Aug., 2016"	"2016/08"	68	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	"Sep., 2016"	"2016/09"	74	Not Applicable	Not Applicable
