"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	58	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	56	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	55	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	53	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	50	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	68	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	47	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	56	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	52	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	69	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	72	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	65	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	80	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	70	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	74	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	73	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	81	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	80	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	91	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	99	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	100	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	84	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	84	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	76	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	89	Not Applicable	Not Applicable
