"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Feb., 2017"	"2017/02"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"Feb., 2017"	"2017/02"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Feb., 2017"	"2017/02"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	50	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Feb., 2017"	"2017/02"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	64	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	52	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Feb., 2017"	"2017/02"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	61	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	47	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	81	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	60	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	83	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	65	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	55	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	68	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	61	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	80	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	62	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	70	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	67	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	85	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	79	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	"Feb., 2017"	"2017/02"	81	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	82	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	83	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	72	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	65	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	84	Not Applicable	Not Applicable
